label,id,text
0,46,"Hey, as Collin said, P.Z. registered, and got it. I would say that booting him out is the height of hypocrisy. It confirms to be that it is based on a lie, and the producer knows it. The movie was making a claim that the 'opposition' was silencing I.D., and the presentation of alternate ideas. Yet, what do they do? They kicked someone out they INTERVIEWED for the movie (based on false pretenses to be sure, but they did pay him for appearing in the movie).That sounds that THEY are the ones trying to suppress opposing ideas, not science. Yes, they had the legal right. But, boy did it put egg on their face, considering everything. It shows them to be hypocrites and liars."
0,47,"You said in the other post ""A sign like that would hardly be nessecary where I live. We have very restrictive gun-laws and hardly anyone owns a gun.And no, people does not discipline themselves. You might claim I have to much trust in the government, I would claim you have to much trust in your fellow man. When you give freedom to the people you give freedom to criminals too. I dont trust guns to only be used in 'selfdefense'.I want my government to uphold justice and to protect me from criminals. Thats one of their purposes. And that is impossible without a certain amount of control over the citizens.""This is liberal.. you believe governments are smarter than people. You do not trust your fellow man you trust governments made up of men. You are willing to restrict my freedoms based on activities of criminals.You sir are a liberal."
0,48,"Nope. Frame-shifts move the whole code down one step, making entirely new genes. Often, this is disastrous, but sometimes, a useful new enzyme results.Barbarian observes:It's remarkable then, how much progress we've made. You may or may not approve of the theory, but it works very well at learning more about biology.And, as you may have noticed, we've been very successful at interpreting the data. We've learned to do a lot of things as a result. One of the most important reasons scientists accept the theory is that it works."
1,49,78.4 years? Well excuse me but I intend to live much longer than that. I was thinking about 112.7 years. Yeah. That's about right.
0,50,"This stat sounds more than a bit inflated. Seeing as it comes from a website called ""women's issues"" it is probably not all that credible."
0,51,And that is why they are referred to as creationists and not merely as christians. They are only a small subset of the huge christian population.
1,52,"I believe suicide is murder, no matter how you look at it. It's already illegal, and if you do it, then chances are you're either taking PCP or are mentally unstable."
1,53,"First off, kudos on getting the quotes right! It's much appreciated.
Now, what's your actual assertion? If you spell it out than we can put this definition debate in context, and maybe actually get somewhere."
0,54,"Well, I can't speak for anyone else, but I support any choice that the woman wants to make. No, I don't support forced abortions anywhere, I don't support what's going on in China and India because they're still taking a choice away from the women.What I don't get is that many prolifers think that prochoicers are ONLY for the choice of abortion. All the prochoicers I know support any choice the woman feels right about making. For example, I was called a hypocrite because I'm prochoice and pregnant. The person said ""You're forcing others to abort while you carry to term."" I have NEVER forced anyone to do anything, nor will I ever. I've also never aborted...and many prolifers automatically assume that if one is prochoice they've aborted."
1,55,You forgot to mention that we would have to change our numbering system so that grasshoppers had 4 legs.
0,56,"While I'm still iffy on her with the whole New Haven case, and her off-the-bench comments on race, this is one thing I commend her for and agree completely with."
0,57,"Actually the kid was on a panel, all pretty much saying the same thing. 
 
 Why didn't YOU cite them?"
1,58,"No biggie, right? Typical creationist ""teach the controversy"" stuff. But wait! The ""encyclopedia"" follows this up with it's damning evidence to show the many holes in the ToE! Read on evolutionists, and despair!!"
1,59,Tell ya what; I got this Rolex I'm wiling to sell ya for $50.00. Give me the money and wait here. I'll be right back!
1,60,"Oops, my bad. You're right of course. Port is an interface on a computer. It's also a harbour, so you're wrong too! :P"
1,61,"also josephdphillips sterilization would be automatically part of the process after the family has two kids. didn't mention it originally, but probably a good idea, since what would stop them otherwise?"
1,62,"NOPE! THE RIGHTS OF THE PEOPLE ARE RETAINED BY THE PEOPLE.
This is really difficult for you isn't it?"
0,63,"No they don't. We didn't have a tyrannical society back in the 1830s when without a doubt personal autonomy didn't exist for some. The thing is, you don't have absolute personal autonomy now either. And it still doesn't answer my question about where the right came from, you just said there had to be one."
1,64,Nice evasion. Now how about actually responding to my post above which was a response to your prior attack post!!!
1,65,"Unless you're suggesting that the wiggas are getting the sistahs then the question could be construed to presuppose ""black men are takin' our women"" IYGMD. Where have I heard that before?"
1,66,"If you think stating the inherently obvious is somehow a ""laughable standard"" ...
emoticonXDonno
"
1,67,"Well are there 4 or are there none? What about the Archaeopteryx lineage, why do you keep avoiding the question by changing the subject? It's no wonder scientists get annoyed with creationists."
0,68,I think that case was in Georgia (a different state) and so far as I know homosexuality was not involved. However if you want to worry about a legal case you need to look at Dover Pa. Not the sticker case in Cobb County.
1,69,So that pesky kid who climbs your fence to get his ball back is fair game. Riiight.
1,70,"FSM is not world-wide yet, but it is growing. Thank you for the consciousness raising by bringing attention to this glorious belief system. It has the advantage of being every bit as valid and supportable as either creationism or ID. More importantly, it's scripture is unambiguous on the origins of the universe.
It looks like you may have attracted a new adherent.
Ramen!"
0,71,This is correct. It is almost insulting to regard people as either a) Christian OR Catholic - as this also implies that Orthodox are neither
0,72,"Please stop making statements that have nothing whatsoever to do with the debate at hand. We're not talking about Christian fundamentalism and ""reality""."
1,73,"Yes, again you provide a 'just-so' statement; ""evolution is a fact"", and you've already said you only need a catalogue of evidences totally unconstricted in any coherent manner to actually show how.
But my challenge to you was not this, it was to prove your version of science is science, by science. So, again you simply answer a totally different point. Well done. It must be so easy to construct your arguments this way, you're always able to answer them, unfortunately, they're your own challenge, not mine."
0,74,"'Self-defense' never enters into it, imo. Unwillingness to share ones body is not necessarily self-defense, so this does not apply."
0,75,"First of all, the government cannot increase the volume and social acceptance of a drug - only the market and society can do that. Government cannot even decrease the volume or social acceptance of drugs - despite the government's efforts, drug use has remained relatively constant. What hasn't remained constant is violent crime, which has gone up during the drug war as it did during alcohol prohibition."
1,76,"Not to speak for Jim, but I'm going to go out on a limb here and guess it was ""Rebuttlickan"". Just a hunch."
0,77,The Christian community DOES have a split on the issue.   Not all Christians believe gays should be the target of Christian homophobic attacks and discriminatory legislative efforts.
0,78,"Oh, probably about as many as there are killed by bayonet lugs, pistol grips, heat shields, detachable magazines, and folding stocks."
0,79,"No Ted Kennedy is not a fundie but Vitter is. For God sake the pope is a nazi and a fundie.Marlene Elwell, the nazi *itch, who put the evil mariage amendment on the michigan ballot is a Roman Catholic also. If you are a christian and you believe in the suppression of homosexuality then you are a fundie and a christianist."
1,80,"Walking-fish:
Yeh, but God is not a biologist. How would He know?"
1,81,"Well, good, I'm glad as heck you have a mom you can tell that to. Mine would've hit the roof, and then hit me on the way back down. Did she flip or was she pretty cool about it?
Just remember (who would we be if not preachy? Us ol' adults, we don't know nuthin') that b.c. isn't one hundred percent reliable or that condoms can break and you can still get nasty bugs all kinds of different ways."
0,82,"No I do not say that the creation of energy and matter   did not coincide the creation of the laws that govern/regulate   them. What I say is that the laws are not the RESULTS of the   existence of energy, matter etc."
1,83,"<Flush>
Hey - I'm not the one who's going to wind up as Satan's whipping boy for all eternity. So you need to wise up while you can. Here's what you have to look forward to:
The Truth About Hell"
0,84,"Falling, the fact that the homeschoolers you mentioned don't choose to socialize with you, doesn't mean they're not far more capable of functioning in the ""REAL WORLD"" than you might think. I would not choose to socialize with you in the ""REAL WORLD"", and you most likely would not choose to socialize with me, but that does not make me your social inferior!"
1,85,"He stated that "" statistics show that firearms cause aggression in individuals"", no mention of the word can anywhere in there that I saw."
1,86,"That's deep.
Movement is not matter, I will use that the next time I decide to babble.
Are the particles no longer matter when there moving ?
Your funny."
0,87,Do you think that the woman will not relive the rape on a daily basis if she destroys the child? Not likely. I think she will still suffer through those thoughts. Killing the baby complicates this. What happens if she has horrible thoughts about a rape with more thoughts about the abortion?
0,88,"And who makes the decision, Rich? That's the issue, as I see it. I don't believe the government has any business in a woman's body."
0,89,"Yes, but gays would also want laws changed to accomodate THEIR form of marriage as well. The fact that one requires less change than the other shouldn't matter, should it? Should having to do more reworking of laws and more paperwork hinder the pursuit of equality? It seems to me your argument boils down to ""polygamy requires more work to make the laws accomodate it."" Yeah--such is the price for marriage equality.Let's face it--if society really wanted to make marriage an open-ended institution of equality rather than for opposite-sex couples which comprise most relationships, they could pull it off--polygamy, gays, letting 17 year olds marry, etc. All those civil servants are there and can do it as directed as legislation is changed. Means could be set up to determine inheritance, for example. Laws can be worded to do it."
0,90,Actually it seems you are the one that is sick. You have this obsession with what others do with their sex life and want the government to try and prevent any kind of sex you dont approve of. It looks like you are trying hard to repress homosexual desires you have. Otherwise why do you care what others do when it doesnt affect you?I'm not for or against what other adults do with their consentual sex life. It's none of my business.
1,91,Other than the Soldini firearms were purchased legally there is no proof that he had a concealed carry permit. If he had the AP and the rest of the left-tard media (redundancy alert) would still be shouting it from the roof tops. Just because the Brady bunch-VPC says so doesn't make it true. Then what else can we expect from a self confessed torturer of helpless small animals and arsonist?
1,92,"
  For the actual difference between these guns and a Real Assault Weapon see this video. 
Soooooooo You were saying?"
1,93,"If that's the criteria, then it must be Islam and Roman Catholicism in the Final Days.
Of course, the Mormons are mightily proselytizing away. They might make a billion yet."
0,94,What is your non-violent way of stopping a felon with a knife? A felon who at 30 has spent 10 years in prison and was raped by other prisoners?   I suspect you will do what most New Yorkers will do when they witness a crime: NOT GET INVOLVED!   I will stop carrying a pistol when life is rosy. What else do you do to protect yourself besides being concerned?
1,95,"So god rested on the seventh day, but it could've been a millions years?"
1,96,"It's also a noun. But since you're unable but to repeat your self, maybe a few more times will make it 'true'"
1,97,"Can cause aggression, does not mean that it will though. Alcohol has a far greater record of this but yall are not trying to ban that. So do women but we arent going to ban them now are we, Sorry but I was in a marriage from hell and just had to throw that in."
0,98,Do you mean someone who was wrong? I asked you before to give an example of where Newton found empirical evidence of God. You failed to do so. I suspect that you can't.
0,99,"I agree.That was the most pathetic, dishonest and downright idotic commentary on communism/socialism I've ever encountered. I have a VERY hard time believing that someone could actually post that with a straight face. Good one Comrade Brian. :p Waxy"
1,100,"Regardless of our training in martial arts, the only viable defense against a gun is another gun. If we were all subjected to mandatory martial arts training from birth through adulthood, we'd be not much safer from gun crime than we are right now."
1,101,"You mean like Korea? Oh wait we are still there....
Is Israel a nice secure place safe from terrorism? The notion that Iraq will be without conflict will not occur in our life time."
1,102,"So, which is it? You don't want violators of Federal law to have guns, yet you don't want them to get rid of them either. Can't possibly do both, now can you? Which one? Do the law breakers keep them, or not? Make it against the law to keep the guns...now make it against the law to sell them. DUH! I guess we'll just hang out in limbo-land!"
0,103,"I laughed when I first saw the ad on MSNBC's Hardball tonight. It shows the fear, insecurities and the fallacies that guide anti-gay equality rights activists."
1,104,"Mother Teresa was too in love with the notion of a good death.
"
1,105,And down the road abit don't be surprised if you see Sunday Blue Laws being enacted to enforce worship on Sunday! All in the name of giving man a rest from toil of course!
0,106,"No one mentioned helping or not helping people here, or even dealing with the consquences of pregnancy at all. Its more;'If abortion were banned, what measures or research would you suggest to reduce the pressure for people to have illegal ones or unwanted pregnancies'."
1,107,You sound like a guy who just doesn't like the taste of crow very much.
1,108,"So, Steeeeve, I take it you are not for a FAIR society?   Is an unfair society a moral society? Please explain. I find it difficult to comprehend."
1,109,"i assume you can demonstrate that everyone that opposes or critiques gay rights are personally attacking an individual or group? please, be my guest"
1,110,"Tell me genius, how is me accurately and correctly pointing out your mistake colluding to misdirect anyone? Either you are again using words you don't know the meaning of to make such an inaccurate statement, or you're just lying. So which is it penfold, are you ignorant or just being dishonest again? emoticonXConfused"
1,111,Let's establish a campaign to search for the hypocrisy of people who call themselves pro-life yet find nothing wrong with killing a grown human being.
1,112,I am here right now brady. Doesn't look like you are doing so well. All of your claims and propaganda points a simmering ashes just like your .org soon will be. Have you got any useful skills so you can make a living? emoticonXHoho
0,113,"Oh, really? Does that mean that pesticides will be OK on marijuana plants? NO."
1,114,"Why?
Do you read Chinese? How about ancient Mayan? Since it has no meaning to you, is it not information?
Your ability to understand the information does not affect whether or not it's information.
It's also counter to your non-material entitity stance. How can something non-material have a meaning or a purpose?
Waxy"
1,115,That must be why they like to wear boots in Texas.
1,116,"Since you're so fond of reporting personal attacks to the mod, maybe someone should return the favor to you? emoticonXRolleyes"
0,117,The question is illogical. By declaring the existence of an all powerful God then saying God cannot do something is not a comment on his powerfulness but rather the direct representation of his nature. Your question by its very statement does not test wether or not God is all powerful but wether or not God is comprehensible. See another thread for that topic.   The statement that God is all powerful defines his nature. To state then that he cannot do something outside of his nature as proof of the non existence of his nature is circular in logic.
0,118,"Maybe you'll have to clear up the difference between ""understanding"" and ""knowing."" I know what I think the difference is, but I need to know what you mean when you say ""I understand that there is definitely no god.""   Personally, I understand that we have no verification one way or another.   All I know is that I don't know one way or the other."
1,119,"Is the irony of Bushie here making statements about how they removed a totalitaran dictator, matched with his off colour joke about making the US a one party State lost on anyone?"
0,120,"Argueing with penfold is like wrestling a pig in the mud, the pig enjoys it."
1,121,"Possibly, I must admit I never tried to gain access to swords whilst over there."
0,122,"Jake,
 Thanks for finding that link again.
 
 Perhaps you can answer the same question I posed to Carla?"
1,123,"OOH bitchy ay?
Its worse than I thought you actually dont know your a*se from your mouthemoticonXClown
"
1,124,Can't you come up with your own line? I really did not think you would see the bucket of worms that would be stirred up if gay marriage was lawful but I tried to give you my best shot.............I did not even mention the income tax implications if this was allowed............
1,125,"Sounds like a lot of ***Bull*** to me. bah du bup. BTW, Sammy the Bull spelled his name Gravano, not Grevano. emoticonXRolleyes"
0,126,"So, in summary, you aren't against the death penalty on principle. You just want it used judiciously? Same here. Where we'll differ is in the details of what's judiciously."
0,127,Been saying that ever since the first time I heard about creationsism.
0,128,"Reasonable people would look for justification for their beliefs.   Many who have beliefs based on faith, however, accept things because they feel like accepting them. Including, absolute truths, and contradictions.   The resultant SHOULD be peaceful acceptance because after all, they can both be correct, yet be in contradiction, according to faith-based belief systems. The reality would probably be, as you say, that they would mix up faith and reason and start claiming one is ""actually correct"", and the other is ""The work of the devil"", and proceed to clobber the other religion, absorb their members, abordb the traditions that were ""popular"" from the other religion, rename them and re-color them to match their religion, and carry on proclaiming truth and the afterlife and mercy and whatever else pops into their heads.   That's of course, based on what I've seen and read.   -Mach"
1,129,It's also been tested and given very false readings. Would you bet your life on it? emoticonXCool
1,130,I think maybe you have hit yourself in the head with the Bible a few times too often.
0,131,You don't even take into consideration the possibility that Japan could have a higher mass murder rate- perhaps the same as the US- if guns were freely available in that country. You have a lot of explaining to do if you expect me to buy what you're trying to peddle. 
0,132,"I see. Does the fact that these so-called ""exposures"" are constantly and correctly destroyed by those with Logic not phase you?"
1,133,"So...all Christians have some sort of brain damage, trebor? You're not getting any better at this are you?"
0,134,I hope I have already begun to change your mind.
0,135,"Again, it's not the point. There are many who don't deny evolution, they believe it was guided. Showing examples of guidence - through artificial selection supports this theory"
1,136,"There is the potential for a human that comes out of many, crude and vulgar things. Some end up on a maxi pad or when a guy reaches for the box of Kleenex. Should I feel a special bond with the conceptions rudely flushed out because they couldn't make it to the uterine wall? They had the potential, the DNA, were once a life too, and made a valiant effort. Life is constantly in motion. We don't value all life, or maybe not all life the same. When it appears to have some aspects of human personhood, this would seem like a logical marker, where we'd place greater value."
0,137,Because he was found guilty of murdering a minor rather than an adult. Any crime committed by an adult against a child is more heinous in nature.
1,138,"So now gays don't exist? The anti-marriage side has reached a new low! Denying the existance of a what they are aruging aganist! I didn't think you guys could go that low. I was sadly mistaken. 
"
1,139,"So, Clinton getting it on with Lewinsky is a sign of intelligence? You can work for the Obama administration with those kinds of smarts. LOl!!"
1,140,"Yeah. Funny thing about that.   NONE of what you quoted includes any discussion of money raised...   They organized marches. Yes.   They had phone banks for the purpose of persuading undecided voters. Yes.   But no mention of money raised...   And don't get me wrong. I am against the organizing of marches and the phone banks.   But if we're going to start indicting on that as well, please let me know cause the list of ""guilty churches"" just got a heck of a lot longer as opposed to just listing ones which had generated ""$190,000"" directly, and lots more from individual church members."
0,141,"Now you're playing word games to confuse people. Page 11 of the Heller ruling stated that the definition of ""arms"" include all modern forms of bearable arms that're in common use. They didn't rule on machineguns because they weren't part of the case."
0,142,Well both could be a good mother because i know a mother who was very certain she didn't want her baby and went for an abortion but was too late on in her pregnancy to have one and then she was going to give himup fpr adoption but as soon as he was born she loved him and couldn't bear to give him up and know she's a great Mum. Being a good mother mainly depends on what you are like with you're child after birth.
0,143,That's not quite right. More accurate would be: Nothing that occurs outside the realm of physical law is in the realm of science. Science by no means precludes the possibility of there being something outside the realm of science.
0,144,"You/he could just have said 'slippery slope' in the first place; that argument is an old one, which I though was dealt with a long time ago. You can't disapprove of A on the grounds that it might lead to B - firstly because you have little to no evidence that it will, secondly because A is not necessary for B to happen and thirdly because that difference between A and B is all the argument you need to prevent B but be in favour of A. You can approve of punishing criminals but be against the death sentance."
1,145,Seems all the drills would broadcast when they had a leftie. Just could wait for that case of M-1 thumb or the hot one down the shirt.
1,146,"A rifle! No self-respecting liberal would have a rifle!
Not a liberal threat against Bush."
1,147,"You're back.
Nice attempt at deflection, but care to comment on the
""you're as touchy, judgmental and bitchy as a gay"" statement?"
1,148,"Anyone can ""give consent"". The issue is wether the parson is old enough to make that decission. I bet the children Michael Jackson raped gave their consent. Does that make it ""allright""? Are the kids ""mature enough"" to take the consequences of those actions?"
1,149,"Well since Bush took office the mantra has bee ""Local Control"" has it not. Apparently the people of your state want whats happening. Local control in action. Rejoice in your victory."
1,150,"You're right, I'm not interested in your incoherent ramblings, rather I'm annoyed at the bluster of cut and paste spam you've managed to produce.
I have no problem with the list, my problem is with your use of ""logic"".
Waxy"
0,151,"It hasn't happened yet is not absolute proof, just that it makes the probability of it being wrong quite small. By the way, if you are in the least bit intellectually honest, I challenge you to actually act on any of those doubts about the reality of existence and any other reality that we understand from all human experience. Otherwise, if you never act on those doubts, you are simply being hypocritical."
1,152,"New Jersey Poll: Birthers, Truthers, And The Anti-Christ -- Oh, My! | TPMDC
So that makes more than one out of three New Jersey conservatives who think Obama is either affirmatively ""the anti-Christ"" or they are ""not sure""...
emoticonXBanghead"
0,153,"We don't need another one that does the same thing, and can put an honest gun owner in a jam. This is after all as Nato 556 points out, a due process violation.
   Don't lie for the other guy. National Sports Shooting Foundation campaign."
1,154,"I don't care for the respect of utter nincompoops. I'm happy to tolerate them, but don't expect me not to laugh at them."
0,155,Right. It's called stasis. Species that are well adapted to their environments tend to change little in a stable environment. It is still true that fossil crocs are not the same as modern crocs. There are obvious differences.
1,156,"Seems to me its you that cant take a little humour.
If you think my reply was an insult you should get out more often."
1,157,"You wouldn't know irony if it dropped on your toe. :) 
"
1,158,"I think we should put to a vote, the right of the religious extremists, to vote at all. What say ye?   If the majority agrees, they have no say in anything anymore. Isn't that the way Steeeeeve says it should be done? Put it to a vote?"
0,159,These items do not have killing as their primary use.
1,160,"I think you're VERY mistaken.
I'm not a republican. Nor a democrat.
Never been registered as anything other than 'independent'.
I'm such because I think.
Unlike a party parrot that you seem to be yourself.
Since I'm neither...who the hell can ""I"" be in the minority?
Must be your biggoted knee-jerk reaction to think that anyone who doesn't think like you and slurp the Flavor Aid is the opposition and as such must be in the 'enemy party'.
And you are a hater because you verbiage is hate filled, caustic and ever insulting. And not in a funny, jestful way but full of vitriol and bile."
1,161,"I'm against polygamy, marriages with underaged minors and marriages to livestock as well, so don't feel that you are the only ones not ""accomodated"". 
"
0,162,No you can prevent the life of the unborn because they are not living but I don't think you should end the life of the born.
0,163,"Oh, I don't know about that. March of the Penguins was a box office success ANF an Oscar winner for best documentary. 
 Calling any of Moore's movies ""a documentary"" requires one to employ some artistic license with the term and some slight of hand. emoti"
0,164,"I don't see anyone without healthcare. None of my friends, none of my family, none of my neighbors. ZILCH. NADA. NAUGHT. CIPHER.   Now I don't go wandering around the inner cities looking for half-crazy winos and crack addicts either, so maybe that's why."
0,165,"Also another example put forward is a bacteria that can only sustain itself by eating Nylon. The theory goes - nylon is a recent invention therefore this bacteria must have eolved recently.What it suggests however is that a portion of an existing population would have died if not for nylon... the bug has to have nylon, or it will die.It is akin to looking at a portion of the human population who would die from heart-trouble. But thankfully we've now got artificial hearts, therefore this portion can survive. They are not a new species of human, but live only because of a recent invention."
1,166,"put it on pay-per view, call it a new extream sport."
